batch_id,machine_id,shift,operator_experience_years,melt_temperature_c,mold_temperature_c,injection_pressure_bar,injection_speed_mm_s,screw_speed_rpm,back_pressure_bar,hold_pressure_bar,hold_time_s,cooling_time_s,cycle_time_s,material_moisture_pct,ambient_humidity_pct,part_weight_g,defect,defect_type
B100189,M2,Day,5.4,231.75,56.08,107.18,59.5,103.2,12.38,61.28,5.66,16.3,28.41,0.0544,49.26,48.747,0,none
B100190,M5,Day,2.2,225.6,81.11,124.2,67.72,80.2,19.12,64.94,7.6,11.63,26.05,0.0455,52.07,49.835,1,burn_mark
B100191,M1,Day,15.0,239.68,71.46,122.93,57.37,116.5,12.74,60.68,4.5,18.96,28.39,0.009,29.29,49.809,0,none
B100192,M1,Evening,6.6,239.52,25.26,113.4,80.96,114.4,15.86,78.7,4.35,15.76,26.57,0.0331,28.79,49.515,0,none
B100193,M4,Evening,9.6,230.37,55.63,129.99,71.58,156.5,4.65,66.73,4.78,14.44,26.12,0.005,41.66,49.294,0,none
B100194,M1,Evening,4.9,254.85,64.32,135.42,61.16,91.7,7.95,61.65,5.54,11.66,22.5,0.0632,36.87,50.708,1,burn_mark
B100195,M1,Day,2.8,227.65,53.18,130.16,77.18,118.0,22.37,89.96,3.08,23.15,29.63,0.0645,39.56,50.253,1,burn_mark
B100196,M3,Evening,6.1,233.81,50.4,104.36,35.27,130.1,14.2,91.71,6.6,19.68,32.42,0.0432,36.87,50.005,0,none
B100197,M5,Day,11.4,241.39,52.33,121.49,58.72,122.5,10.01,66.06,5.25,12.59,23.63,0.1734,48.78,50.496,1,burn_mark
B100198,M1,Day,4.9,243.92,60.52,106.33,62.06,115.7,14.97,53.59,6.78,9.2,23.33,0.0597,41.08,49.221,1,burn_mark
B100199,M2,Night,3.5,247.78,43.52,121.45,69.03,129.0,9.79,92.36,2.32,6.56,14.34,0.0502,61.14,50.423,1,burn_mark
B100200,M4,Night,7.6,239.28,66.89,106.39,34.27,147.0,12.87,75.65,6.79,21.69,33.77,0.0062,51.8,49.559,0,none
B100201,M5,Night,9.0,245.51,54.44,139.16,56.09,158.4,8.19,75.05,7.51,20.55,32.88,0.0277,57.94,50.555,0,none
B100202,M3,Night,13.6,228.35,45.65,131.75,66.01,120.8,10.85,71.26,6.16,21.23,32.76,0.35,33.12,50.731,1,burn_mark
B100203,M1,Evening,8.4,244.18,66.24,137.29,67.16,99.6,12.33,60.4,5.55,15.4,29.61,0.005,43.72,50.607,0,none
B100204,M1,Night,9.6,244.05,39.55,135.78,77.79,158.4,18.48,65.04,6.8,20.03,31.24,0.0528,51.36,50.783,0,none
B100205,M1,Evening,9.9,250.13,49.45,115.94,71.42,93.1,15.86,78.13,7.41,21.14,33.21,0.053,54.53,49.859,0,none
B100206,M1,Day,2.4,218.32,49.28,113.62,59.09,164.8,16.55,64.63,6.28,15.65,27.88,0.0593,43.52,49.586,0,none
B100207,M3,Day,3.1,225.93,76.44,146.13,70.12,153.6,13.9,75.2,6.4,14.21,28.58,0.0621,44.99,51.017,1,short_shot
B100208,M1,Day,2.7,243.23,48.15,117.52,56.98,157.2,17.29,70.16,7.99,11.12,25.85,0.0962,46.08,50.285,0,none
B100209,M3,Day,1.7,208.49,33.45,99.68,62.2,137.1,10.51,57.32,6.64,18.13,32.32,0.0684,47.02,49.27,0,none
B100210,M3,Day,10.2,239.92,49.18,135.11,71.92,67.2,11.07,89.45,4.3,18.8,28.71,0.005,71.64,50.938,0,none
B100211,M3,Evening,8.2,245.6,59.56,122.16,59.32,94.0,15.63,77.13,7.4,13.97,25.98,0.005,53.13,50.372,0,none
B100212,M1,Night,7.3,229.24,62.84,142.59,65.43,127.7,12.88,73.97,5.31,14.56,25.42,0.005,50.4,49.792,0,none
B100213,M4,Evening,0.0,230.7,77.77,123.64,74.42,103.1,13.94,76.66,5.55,14.91,26.34,0.1851,37.41,50.18,0,none
B100214,M4,Day,15.2,224.26,69.07,119.7,70.68,112.1,13.34,48.49,5.66,19.96,31.63,0.005,37.65,49.502,1,burn_mark
B100215,M4,Evening,3.4,229.78,56.88,142.89,78.5,135.3,19.01,64.08,6.95,9.13,21.87,0.0074,47.87,50.707,0,none
B100216,M1,Day,15.2,230.07,46.09,96.92,94.93,115.8,19.22,51.67,8.12,10.47,25.19,0.0789,61.3,48.24,0,none
B100217,M1,Day,1.2,228.17,71.24,111.22,70.54,89.5,11.5,71.5,5.54,10.57,21.4,0.0739,48.01,49.547,0,none
B100218,M5,Day,3.8,227.62,51.31,106.69,53.08,142.1,6.96,73.91,8.1,15.26,28.43,0.0656,48.44,49.081,0,none
B100219,M2,Day,0.0,232.29,48.42,87.07,67.68,132.9,11.15,71.7,5.75,17.58,28.12,0.0074,42.56,48.364,1,short_shot
B100220,M2,Day,8.4,232.17,50.83,133.1,67.03,113.8,10.41,84.14,7.6,10.66,24.46,0.0389,32.58,50.743,0,none
B100221,M2,Night,2.6,253.74,42.48,111.64,69.2,137.8,17.33,52.03,5.8,20.55,32.45,0.1509,54.37,50.022,1,burn_mark
B100222,M3,Night,2.7,231.06,50.35,133.58,82.43,122.4,17.68,60.41,4.76,23.31,35.17,0.0205,47.46,50.388,0,none
B100223,M5,Evening,1.5,238.44,52.67,125.84,34.74,153.3,9.88,74.97,8.38,18.07,34.0,0.005,54.46,50.732,0,none
B100224,M2,Day,10.1,229.23,62.31,129.11,82.71,123.8,10.98,73.17,4.62,21.61,31.02,0.0064,51.55,50.739,0,none
B100225,M5,Night,9.8,229.1,51.12,113.17,87.76,153.1,8.08,54.21,4.52,11.42,21.97,0.0285,40.36,48.976,0,none
B100226,M1,Evening,14.2,217.96,42.33,108.54,68.52,73.2,14.54,84.36,3.62,11.54,20.95,0.0261,52.25,49.917,1,burn_mark
B100227,M3,Day,4.3,219.29,38.96,121.35,68.88,131.5,13.82,88.52,7.4,18.57,30.44,0.0761,37.09,49.625,0,none
B100228,M3,Evening,7.9,222.93,57.1,133.79,56.38,110.1,17.16,75.11,7.76,15.81,29.03,0.0557,52.18,49.271,0,none
B100229,M1,Evening,1.8,236.84,55.73,119.24,60.09,98.5,15.99,51.89,6.06,11.53,25.16,0.1027,49.37,49.473,0,none
B100230,M1,Evening,5.7,245.76,49.46,109.47,70.47,149.0,16.44,71.92,4.02,23.13,32.52,0.153,65.41,49.737,1,burn_mark
B100231,M2,Day,4.9,217.13,50.33,102.01,69.5,142.2,7.83,74.08,5.49,17.49,28.18,0.1451,41.33,49.261,1,burn_mark
B100232,M5,Evening,8.9,229.51,58.88,123.06,70.81,69.8,11.49,66.74,5.05,19.51,30.5,0.0525,36.73,49.771,0,none
B100233,M3,Day,11.1,221.33,68.91,111.69,69.4,137.9,17.8,86.17,3.95,12.63,23.49,0.0057,45.87,49.901,0,none
B100234,M5,Day,11.0,232.36,47.2,118.92,73.48,134.9,11.85,68.61,4.77,24.4,34.86,0.1585,56.09,50.375,0,none
B100235,M4,Day,3.6,245.76,55.89,116.42,71.8,101.9,7.49,95.25,6.26,15.22,27.61,0.057,25.0,50.699,0,none
B100236,M2,Night,11.0,230.53,64.58,113.33,44.63,99.1,17.23,79.4,4.59,21.1,29.4,0.0095,58.76,49.807,0,none
B100237,M4,Day,6.8,234.52,47.24,124.41,72.48,80.2,11.69,73.31,5.94,13.09,25.6,0.0406,47.91,49.187,0,none
B100238,M1,Day,5.7,249.55,54.84,128.32,87.88,111.6,18.25,81.05,2.84,16.84,25.9,0.0403,38.58,50.034,1,burn_mark
B100239,M1,Day,4.2,239.58,54.62,149.48,59.6,115.6,13.93,88.37,8.02,18.79,33.69,0.0165,46.32,51.795,0,none
B100240,M4,Night,4.8,227.4,41.89,131.37,82.49,139.9,12.89,80.79,4.91,25.98,35.02,0.0679,42.59,50.042,0,none
B100241,M4,Evening,14.0,236.59,56.68,143.91,46.24,126.7,19.45,69.09,6.81,13.8,26.3,0.008,37.75,51.098,1,short_shot
B100242,M1,Night,8.2,226.72,55.32,107.72,59.55,93.5,8.79,62.08,5.78,17.01,29.76,0.0198,30.61,49.578,1,burn_mark
B100243,M3,Day,7.7,239.2,60.55,95.99,50.38,126.0,19.74,56.53,6.1,18.96,30.51,0.1904,57.3,49.15,1,burn_mark
B100244,M3,Day,6.0,240.15,43.13,119.78,80.69,113.6,11.44,40.71,3.8,8.93,18.78,0.0987,44.41,49.248,1,warpage
B100245,M5,Evening,16.8,221.33,55.1,132.87,84.61,96.6,14.65,72.09,4.36,5.13,15.08,0.1105,46.09,49.744,0,none
B100246,M3,Day,12.2,236.75,68.82,130.52,58.51,80.3,14.69,65.35,4.39,11.02,21.03,0.1511,58.45,51.043,0,none
B100247,M2,Night,4.1,233.82,75.77,138.17,77.57,135.6,12.29,65.99,5.54,20.84,33.54,0.017,50.56,49.937,0,none
B100248,M2,Night,5.9,240.45,67.8,81.95,84.76,131.2,10.95,82.35,7.49,24.58,36.65,0.0197,34.41,49.332,1,short_shot
B100249,M2,Evening,6.1,243.31,43.23,138.79,59.51,133.9,12.52,68.66,6.15,11.39,23.48,0.0066,56.73,50.957,0,none
B100250,M3,Night,7.6,239.77,59.51,125.03,61.95,101.8,9.94,92.74,4.15,9.92,20.32,0.1058,64.84,50.873,0,none
B100251,M5,Evening,4.2,231.97,50.17,96.84,71.0,124.3,21.85,63.12,5.63,23.67,36.24,0.1159,55.03,48.97,0,none
B100252,M2,Day,8.8,244.33,57.84,130.85,47.36,85.6,12.08,58.35,5.38,13.17,24.43,0.005,41.35,49.841,0,none
B100253,M1,Evening,12.8,226.27,47.28,122.54,61.65,95.3,18.64,54.91,4.97,14.14,26.08,0.1647,35.27,49.225,0,none
B100254,M1,Day,1.7,221.79,37.87,125.72,92.14,120.8,18.11,78.67,5.48,23.3,34.72,0.021,40.99,49.554,0,none
B100255,M4,Night,2.5,203.05,51.55,134.99,52.5,126.6,15.45,83.82,6.65,22.47,35.24,0.3339,51.03,50.451,1,burn_mark
B100256,M4,Day,5.1,234.3,62.23,126.45,72.81,79.3,13.46,62.87,4.42,20.67,31.17,0.0093,64.26,50.224,0,none
B100257,M1,Day,5.3,226.78,57.88,97.91,67.86,93.6,14.78,57.23,4.98,7.44,19.08,0.1754,42.41,48.99,1,burn_mark
B100258,M1,Evening,15.0,238.98,59.03,117.85,57.54,110.9,16.29,88.36,6.97,9.71,23.22,0.0405,43.51,50.478,0,none
B100259,M3,Day,11.0,215.29,57.16,95.74,63.32,144.0,14.4,52.6,6.2,21.6,32.69,0.065,60.21,48.96,0,none
B100260,M1,Day,10.8,228.53,59.05,129.74,86.29,99.7,7.73,82.12,7.42,17.59,31.23,0.0176,45.66,49.443,0,none
B100261,M4,Evening,5.9,239.7,60.3,140.97,68.3,123.5,6.73,63.15,7.65,12.11,26.31,0.1024,67.14,49.707,1,short_shot
B100262,M2,Day,5.9,224.7,52.25,101.38,70.65,126.1,20.04,74.77,3.46,14.28,25.2,0.1015,48.52,48.734,1,burn_mark
B100263,M1,Evening,1.2,239.09,55.83,109.93,84.01,113.8,3.46,82.92,5.93,21.55,32.48,0.35,61.68,50.102,1,burn_mark
B100264,M5,Day,10.1,229.43,72.43,106.76,55.66,126.7,14.78,75.72,4.74,23.64,34.91,0.1415,53.83,48.974,0,none
B100265,M1,Day,9.0,234.67,56.42,113.19,44.3,86.4,13.06,66.46,3.7,15.97,25.32,0.0286,57.07,49.874,0,none
B100266,M2,Day,12.1,240.95,55.43,126.19,86.53,103.6,14.64,86.75,4.32,12.57,23.07,0.0093,48.23,50.026,0,none
B100267,M1,Night,6.2,244.53,56.03,113.35,62.05,155.9,9.44,73.47,5.05,14.62,24.6,0.0296,48.88,50.047,0,none
B100268,M1,Night,6.4,235.92,52.82,129.79,73.4,157.6,15.4,105.0,5.06,22.72,33.76,0.0914,54.19,50.824,0,none
B100269,M1,Day,7.7,226.86,50.65,135.98,48.57,141.1,14.82,49.54,4.59,22.62,33.53,0.0341,57.98,50.15,1,burn_mark
B100270,M1,Night,10.6,230.42,57.09,136.53,65.83,147.5,25.04,49.36,5.48,16.97,27.48,0.0541,55.26,49.816,1,short_shot
B100271,M1,Evening,1.1,241.37,49.94,103.23,43.55,74.4,14.52,81.93,9.17,13.35,29.97,0.0263,32.33,50.243,0,none
B100272,M1,Evening,9.9,224.79,53.54,140.79,60.96,96.3,19.39,69.62,2.91,21.41,28.78,0.0943,52.58,50.966,0,none
B100273,M3,Evening,6.9,233.22,47.09,141.99,50.28,112.2,8.01,79.51,7.21,24.11,37.86,0.0375,43.43,51.363,1,short_shot
B100274,M3,Evening,2.8,231.14,56.08,143.29,46.84,180.4,18.08,56.82,5.47,8.73,17.78,0.0268,44.54,50.382,0,none
B100275,M2,Night,0.0,233.97,60.84,117.63,55.45,112.2,14.91,70.65,4.84,14.84,25.43,0.099,54.58,49.669,0,none
B100276,M2,Evening,6.5,224.91,52.88,108.72,25.6,138.6,15.08,75.49,2.47,21.78,30.73,0.0746,66.98,50.033,0,none
B100277,M3,Evening,12.8,216.48,34.92,105.24,42.6,129.5,15.13,63.48,6.64,16.37,29.73,0.005,47.68,50.014,0,none
B100278,M5,Day,13.7,240.21,60.9,103.47,71.74,128.9,20.83,72.78,3.34,13.56,22.79,0.005,69.73,49.502,0,none
B100279,M5,Day,8.4,244.64,56.2,120.18,65.21,119.4,15.02,53.66,6.74,16.93,29.43,0.0169,39.03,50.065,0,none
B100280,M1,Evening,14.8,217.08,45.07,132.72,43.89,90.0,10.86,74.74,8.11,17.85,32.53,0.0225,62.32,50.643,1,burn_mark
B100281,M1,Day,6.8,238.69,62.73,139.6,68.22,52.5,11.54,87.35,3.58,10.37,20.89,0.0617,54.31,51.178,1,short_shot
B100282,M1,Day,10.8,245.83,41.02,112.72,46.83,152.0,17.27,55.15,7.25,16.45,31.09,0.0818,52.09,50.224,0,none
B100283,M1,Day,5.2,240.96,65.45,119.42,70.83,104.6,15.79,54.42,5.54,17.84,28.08,0.0388,63.83,49.191,0,none
B100284,M3,Day,4.9,230.83,54.43,118.44,58.27,73.3,7.88,84.28,2.36,13.55,21.7,0.071,43.63,49.856,0,none
B100285,M2,Evening,4.3,225.57,32.31,110.47,55.12,130.9,16.06,54.21,3.69,12.1,19.6,0.1121,62.78,49.322,1,burn_mark
B100286,M1,Evening,0.0,235.81,56.78,131.04,58.63,130.5,9.67,80.09,5.77,13.31,23.71,0.0052,47.92,50.989,0,none
B100287,M2,Evening,12.1,237.48,50.94,125.44,98.39,139.2,15.75,70.66,6.1,11.15,22.54,0.2882,43.58,50.26,1,burn_mark
B100288,M3,Day,4.4,235.96,49.43,122.13,48.62,147.9,10.78,64.99,3.13,20.25,30.25,0.0112,36.73,50.076,1,flash
B100289,M1,Evening,3.8,233.2,47.62,125.37,63.4,97.0,12.87,87.6,5.55,11.08,22.15,0.0604,65.85,50.802,0,none
B100290,M4,Day,2.3,224.17,53.73,129.23,71.72,98.1,11.82,81.14,6.74,16.95,29.39,0.0576,61.41,50.073,1,burn_mark
B100291,M1,Evening,6.2,239.23,50.15,129.08,45.56,112.0,20.08,73.36,7.0,14.13,27.43,0.0799,45.22,50.258,0,none
B100292,M5,Evening,14.1,239.71,36.43,107.42,36.09,140.5,15.61,44.17,4.88,12.47,22.68,0.083,55.45,48.951,1,burn_mark
B100293,M1,Evening,15.4,237.01,67.72,133.44,50.98,67.4,19.04,78.55,6.16,22.86,33.02,0.0732,51.27,50.647,0,none
B100294,M4,Evening,0.4,236.11,52.56,123.83,71.39,123.2,25.58,57.15,7.11,15.35,27.71,0.0501,46.47,49.639,0,none
B100295,M5,Night,5.6,251.79,47.68,113.48,54.87,143.3,14.19,67.34,6.78,12.65,25.31,0.0153,59.65,50.406,0,none
B100296,M5,Night,2.9,228.76,43.72,123.51,56.53,142.3,20.01,70.09,6.84,12.17,25.48,0.14,43.75,50.245,1,burn_mark
B100297,M4,Evening,11.0,247.81,62.71,125.17,73.66,137.7,11.2,92.77,5.67,17.7,29.16,0.0466,28.08,50.685,0,none
B100298,M4,Evening,8.1,227.66,42.02,136.23,47.9,146.6,19.02,66.96,5.36,20.13,31.94,0.1221,52.6,50.457,0,none
B100299,M3,Day,4.5,246.09,56.34,104.31,58.67,51.3,10.77,52.93,5.91,22.35,35.19,0.0149,50.67,49.221,0,none
B100300,M4,Night,7.3,247.33,49.16,139.87,37.29,160.3,13.93,87.64,4.35,15.16,26.64,0.0607,44.07,50.738,1,burn_mark
B100301,M1,Day,5.1,232.07,49.75,120.35,64.81,128.3,16.15,78.71,7.17,14.86,28.2,0.0481,41.08,49.679,0,none
B100302,M3,Day,13.5,251.61,43.96,112.41,63.44,153.4,16.78,79.16,3.2,16.65,24.72,0.0859,34.41,50.445,0,none
B100303,M3,Night,9.2,239.69,48.8,111.95,71.93,90.6,8.91,87.86,4.74,16.84,26.33,0.0224,46.37,50.018,0,none
B100304,M5,Evening,9.7,226.23,55.09,104.98,42.82,76.2,10.53,90.68,5.45,12.14,22.43,0.0779,41.25,49.544,1,burn_mark
B100305,M2,Day,0.0,231.26,57.35,93.89,57.12,164.7,16.45,59.3,6.2,23.31,34.44,0.1009,59.64,49.454,0,none
B100306,M2,Day,6.7,246.33,47.14,130.16,40.82,96.8,12.53,53.31,6.49,16.11,28.7,0.033,55.17,50.927,0,none
B100307,M3,Day,15.3,244.23,54.09,149.71,56.31,112.2,8.41,80.11,7.73,18.67,34.29,0.005,45.15,51.691,0,none
B100308,M2,Evening,12.3,224.42,63.88,95.74,82.23,133.2,13.72,66.85,5.62,18.12,29.95,0.0113,55.23,48.977,0,none
B100309,M1,Day,0.0,233.61,38.37,105.74,55.19,139.3,13.52,67.94,4.42,18.02,28.36,0.0426,48.93,49.658,1,short_shot
B100310,M2,Night,5.7,237.04,54.94,131.27,39.51,147.0,14.71,56.54,5.28,10.98,23.22,0.0088,47.31,50.296,1,warpage
B100311,M2,Night,2.2,229.92,45.49,119.32,49.8,125.6,16.12,77.01,5.02,15.97,26.16,0.1193,49.45,50.203,0,none
B100312,M1,Evening,13.8,258.58,44.47,132.52,35.84,93.6,15.86,74.83,6.28,27.4,40.73,0.0078,67.71,51.287,1,burn_mark
B100313,M2,Evening,8.0,237.34,57.61,118.47,40.56,137.7,10.93,68.13,3.9,23.94,34.8,0.005,56.44,50.394,0,none
B100314,M2,Day,3.9,234.38,49.55,111.29,70.06,138.1,12.36,53.34,5.24,16.79,28.08,0.0263,47.02,49.455,0,none
B100315,M2,Day,7.1,246.91,42.83,116.61,38.31,74.6,17.71,84.51,7.93,14.17,30.19,0.0396,58.94,49.437,0,none
B100316,M2,Evening,0.0,231.35,68.24,84.27,64.68,155.5,11.83,73.07,5.77,4.91,17.8,0.0278,58.58,49.291,0,none
B100317,M3,Day,2.7,245.07,64.2,102.85,60.39,57.8,12.42,83.41,3.92,13.51,23.48,0.0491,52.6,49.971,0,none
B100318,M2,Day,7.1,218.32,35.68,134.22,52.03,145.9,7.98,44.76,4.99,15.61,26.45,0.35,46.71,49.276,1,burn_mark
B100319,M5,Day,10.4,230.46,40.26,137.88,63.41,104.1,13.89,70.68,2.15,14.41,22.13,0.197,46.05,50.517,1,burn_mark
B100320,M5,Day,0.0,245.49,60.93,141.09,45.94,137.6,15.38,61.4,5.41,14.76,26.04,0.0389,39.25,50.865,1,short_shot
B100321,M2,Evening,5.5,250.7,52.15,126.61,72.61,132.8,6.1,70.43,7.97,19.11,32.98,0.2034,51.8,49.767,1,burn_mark
B100322,M2,Evening,11.0,227.27,70.01,86.16,49.52,119.1,9.72,81.32,3.72,11.0,20.4,0.0526,43.9,48.975,0,none
B100323,M3,Night,1.2,226.1,61.16,110.47,54.2,131.3,8.31,74.44,3.32,17.36,26.47,0.1165,45.63,49.34,0,none
B100324,M4,Evening,7.9,240.67,57.99,139.87,52.42,117.8,17.15,70.22,4.52,15.45,24.78,0.005,56.24,50.421,0,none
B100325,M3,Night,7.3,228.77,44.78,144.35,70.34,137.8,6.35,70.15,6.88,11.59,23.9,0.0303,66.87,50.736,0,none
B100326,M4,Evening,13.9,232.31,59.91,140.44,68.17,174.6,13.69,51.28,8.06,24.37,36.83,0.2454,53.74,49.899,1,burn_mark
B100327,M3,Night,6.1,243.76,42.24,116.46,20.67,86.5,16.87,59.12,6.17,19.74,32.33,0.0647,48.95,50.233,0,none
B100328,M3,Evening,6.3,229.56,68.05,100.4,63.81,40.3,14.75,83.46,3.57,12.07,21.72,0.005,49.81,49.82,1,short_shot
B100329,M2,Day,10.4,215.35,59.22,119.39,33.83,109.6,12.24,63.93,5.47,18.59,29.93,0.0405,61.38,49.675,0,none
B100330,M4,Night,1.7,221.99,46.75,120.22,54.88,107.9,15.39,83.69,8.18,9.05,24.12,0.013,53.88,50.409,1,burn_mark
B100331,M1,Day,6.1,235.1,63.05,143.48,58.38,110.6,18.15,79.92,5.03,12.68,22.85,0.0296,51.94,51.395,1,short_shot
B100332,M3,Day,5.2,216.37,77.42,123.42,54.72,96.8,13.57,80.55,5.71,22.64,33.64,0.0435,52.65,50.383,0,none
B100333,M5,Day,6.4,232.03,52.82,120.25,67.51,141.8,5.04,73.99,5.86,17.76,28.14,0.0131,35.71,50.178,0,none
B100334,M1,Day,10.4,221.08,60.5,121.1,70.8,85.5,18.59,64.77,3.18,17.36,27.56,0.0092,53.9,49.911,0,none
B100335,M3,Day,9.2,251.4,50.68,126.0,48.4,131.3,15.6,68.19,7.0,20.93,34.54,0.0252,41.25,50.644,0,none
B100336,M1,Evening,4.0,256.65,55.85,129.4,47.85,136.0,13.87,77.68,6.78,19.06,33.17,0.0426,53.94,51.179,1,burn_mark
B100337,M4,Night,7.5,224.42,39.93,109.13,59.46,127.9,6.08,44.49,2.51,14.67,24.76,0.0386,42.65,48.6,0,none
B100338,M1,Day,13.0,237.57,54.99,104.14,36.84,132.2,12.81,84.93,3.5,20.68,29.76,0.0785,55.91,50.067,0,none
B100339,M5,Evening,3.7,225.4,55.44,140.56,52.85,143.7,10.5,64.0,4.05,7.56,16.89,0.1721,48.47,50.561,1,burn_mark
B100340,M1,Day,7.6,231.91,72.99,95.38,80.22,121.3,9.13,68.96,6.62,12.66,23.49,0.0245,38.55,48.966,0,none
B100341,M5,Night,6.2,253.03,37.05,144.57,37.41,111.3,13.45,69.07,4.37,15.52,24.79,0.0073,47.09,52.091,1,burn_mark
B100342,M4,Day,6.7,230.33,52.19,91.34,54.9,132.2,11.86,69.52,6.1,18.74,30.52,0.0335,72.06,49.045,0,none
B100343,M3,Day,0.5,232.14,67.88,111.23,51.12,135.0,12.12,54.24,5.23,14.38,23.54,0.1515,27.27,48.844,1,burn_mark
B100344,M4,Evening,12.6,225.57,52.58,134.58,90.08,142.2,16.96,71.82,5.61,7.08,17.61,0.0254,51.66,50.051,1,warpage
B100345,M4,Evening,3.9,246.46,53.29,120.01,51.93,77.2,15.02,77.13,6.24,6.38,18.54,0.0717,39.89,50.685,1,warpage
B100346,M5,Night,11.1,202.37,46.67,100.25,52.8,115.4,12.02,45.47,5.91,15.66,28.46,0.0069,63.77,48.194,0,none
B100347,M2,Evening,4.5,230.57,45.67,126.4,44.54,93.4,11.51,54.39,5.47,13.61,24.37,0.0342,58.16,49.955,1,short_shot
B100348,M3,Night,4.5,234.54,36.74,121.01,60.14,134.0,12.18,80.75,5.99,11.45,23.57,0.0171,51.86,50.211,0,none
B100349,M1,Day,11.9,228.39,48.71,116.76,64.05,138.2,13.01,78.52,5.83,10.61,24.3,0.0541,59.17,49.913,0,none
B100350,M3,Day,11.0,243.64,45.11,110.64,46.71,113.1,16.34,73.58,5.19,16.67,26.05,0.005,52.45,49.844,0,none
B100351,M1,Day,7.8,247.02,56.18,119.48,74.83,101.8,9.83,61.81,4.85,22.51,34.45,0.0055,50.06,50.237,0,none
B100352,M3,Day,10.0,220.88,47.12,111.27,64.07,134.9,19.83,78.59,8.32,16.67,31.37,0.0257,44.01,50.416,0,none
B100353,M3,Day,5.8,255.93,50.2,156.52,72.78,116.7,16.34,55.57,4.84,22.58,34.68,0.0659,46.39,50.699,0,none
B100354,M2,Evening,7.0,220.77,50.48,116.4,55.08,155.7,3.05,68.35,7.55,14.13,28.65,0.0725,45.36,49.237,0,none
B100355,M3,Day,4.4,247.89,54.52,114.39,63.65,164.3,14.34,54.32,4.47,18.22,28.03,0.055,50.1,49.522,0,none
B100356,M4,Evening,10.6,236.5,49.71,111.88,56.8,145.0,18.16,68.06,6.72,22.76,35.48,0.1046,31.08,50.264,1,burn_mark
B100357,M4,Evening,4.2,229.96,44.38,146.65,81.87,125.8,15.55,57.64,8.18,15.21,27.93,0.0499,60.3,50.168,0,none
B100358,M2,Evening,12.9,230.91,55.86,95.41,61.74,165.6,12.35,79.07,4.99,16.13,26.6,0.1315,69.47,49.493,0,none
B100359,M3,Evening,5.7,234.66,65.67,125.39,60.13,126.0,13.76,75.2,4.5,14.13,24.66,0.0688,45.68,49.94,0,none
B100360,M5,Day,7.1,237.08,56.28,116.41,53.13,108.0,14.71,63.15,4.86,18.96,30.12,0.005,61.75,50.48,0,none
B100361,M1,Day,10.0,225.8,48.9,98.65,52.26,103.1,17.08,83.08,5.47,20.51,32.77,0.0506,48.66,49.457,0,none
B100362,M1,Evening,7.1,232.66,53.77,107.71,63.57,102.4,8.34,58.52,5.98,17.76,31.32,0.0078,43.98,49.418,0,none
B100363,M1,Evening,5.8,227.29,34.49,124.75,72.29,119.8,11.58,69.58,5.44,14.85,25.86,0.0776,46.18,49.617,1,burn_mark
B100364,M3,Day,6.9,222.85,53.61,107.03,49.73,131.6,20.55,62.62,4.87,8.5,20.52,0.005,50.86,49.072,1,burn_mark
B100365,M2,Day,10.6,226.83,51.0,123.89,61.9,84.6,14.13,78.91,8.43,15.76,30.46,0.0192,42.79,50.152,0,none
B100366,M4,Evening,4.3,223.5,45.67,145.94,62.76,108.8,20.11,77.72,5.2,15.04,24.93,0.0955,56.06,50.769,0,none
B100367,M3,Evening,6.5,230.8,47.48,122.56,65.38,125.3,25.94,85.62,4.57,17.18,27.6,0.0364,44.81,50.574,0,none
B100368,M2,Day,7.0,239.32,50.9,98.2,34.39,136.1,12.03,71.0,6.75,16.58,29.45,0.1462,39.27,49.096,1,short_shot
B100369,M5,Evening,10.5,236.21,64.92,107.3,46.13,119.4,9.21,35.0,6.77,23.86,35.79,0.028,49.8,48.743,0,none
B100370,M4,Night,6.6,254.74,65.92,115.72,39.51,126.1,12.94,64.83,7.62,12.52,25.1,0.0074,43.06,50.029,0,none
B100371,M2,Day,14.2,212.9,45.72,114.72,60.49,89.0,18.4,88.78,8.39,8.12,21.44,0.0685,46.73,49.923,1,burn_mark
B100372,M2,Night,6.4,239.69,49.82,122.28,46.49,97.2,18.96,66.1,6.02,10.29,21.76,0.0142,49.46,49.801,0,none
B100373,M2,Day,6.0,235.06,50.07,124.69,52.56,118.5,23.09,46.99,5.07,12.83,23.03,0.005,36.6,49.722,0,none
B100374,M1,Evening,6.3,243.16,63.1,145.96,42.09,132.8,13.85,75.39,2.65,21.41,31.29,0.1097,64.59,50.963,1,short_shot
B100375,M1,Evening,1.7,242.16,56.46,119.94,53.95,125.8,15.95,76.29,4.09,9.51,17.16,0.0237,58.13,50.245,0,none
B100376,M5,Day,2.9,233.35,55.93,102.72,43.14,98.8,11.15,61.27,5.81,10.18,22.11,0.0116,43.7,49.18,0,none
B100377,M2,Night,4.9,236.73,60.36,137.31,71.37,114.1,3.97,67.04,3.73,18.07,28.33,0.005,49.81,50.018,0,none
B100378,M2,Evening,11.5,227.56,49.04,138.95,67.19,157.8,13.84,59.83,3.12,20.25,28.41,0.1291,56.36,50.281,0,none
B100379,M4,Night,6.9,241.14,68.64,123.49,62.25,133.6,9.38,76.27,5.6,8.25,19.62,0.006,52.09,50.689,1,warpage
